pieutiwbyo	dziwbyo	dziwbyoNguaidziw	zyepheng	zyephengNguaidziw	diangkoXrynbu	ZNgShiwxryn	ZNgShiwxrynPotyo	qrimtyo	ngrietyo	thongqitmra
09939-dang1	餹		daŋ	dang1	陽					U+9939
0993A-pak4	餺		pak	pak4	鐸					U+993A
0993B-kau1	餻		kau	kau1	宵					U+993B
0993C-qhiwi3	餼		qhiə̂i	qhiwi3	物					U+993C
09946-pit4	饆		pit	pit4	質					U+9946
09949-grin3	饉		grîn	grin3	文	震				U+9949
0994A-san2	饊		sán	san2	元					U+994A
0994B-gryi3	饋		grŷi	gryi3	微	寘	餽			U+994B
09951-kiwi1	饑		kiəi	kiwi1	微	微				U+9951
09954-qyong1	饔		qyoŋ	qyong1	東					U+9954
09955-thau1	饕		thau	thau1	宵	豪				U+9955
09957-qhiang2	饗		qhiáŋ	qhiang2	陽					U+9957
09958-tien1	饘		tien	tien1	元				tiénと异義不明。《玉篇》：“饘，之延反，《左氏傳》：‘納橐饘焉。’杜預曰：‘饘，糜也。’《説文》：‘周謂之‘饘’，〔宋、〕衛謂之‘糊’也。’或爲‘⿰米亶’字，在米部。”《左傳·僖公二十八年》音義：“饘，之然反，糜也。”《昭公七年》：“饘於是，鬻於是，以糊余口。”注：“饘，鬻，糊屬。”音義：“饘，之然反，《爾雅》：‘糊，饘也。’”《爾雅·釋言》注：“糜也。”音義：“饘，之然反。”《禮·檀弓上》：“哭泣之哀，齊斬之情，饘粥之食，自天子達。”音義：“饘，本又作‘飦’，之然反，《説文》云：‘糜也，周謂之“饘”，宋、衛謂之“糊”。’”疏：“厚曰‘饘’，希曰‘粥’。”《後漢書·臧洪傳》：“主簿啓内厨米三斗，請稍爲饘粥。”注：“杜預注《左傳》曰：‘饘，糜也。’音之延反。”《晋書·天文志上·中宫》：“五諸侯南三星曰‘天樽’，主盛饘粥以給貧餒。”音義：“盛饘……下之然反。”《王薈傳》：“時年饑粟貴，人多餓死，〔王〕薈以私米作饘粥，以飴餓者，所濟活甚衆。”音義：“饘，諸然反。”《玄應音義》卷第十二《修行道地經》第五卷“糊口”音義：“《爾雅》：‘糊，饘也。’郭璞曰：‘即糜也。’饘，音之然反。”《藤田2018》未收，《切三》：“餰，粥，……‘饘’，同。”《王韵》：“餰……粥，正作‘饘’。（今以兩《王韵》合矣。）”	U+9958
09958-tien2	饘		tién	tien2	元				tienと异義不明。《王韵》：“饘，糜。”	U+9958
09996-shyu2	首		shyú	shyu2	幽	有				U+9996
09996-shyu3	首		shyû	shyu3	幽				①動詞【むかふ】。《禮·玉藻》：“君子之居恒當户，寢恒東首。”注：“首生氣也。”音義：“首，手又反，注同。”《漢書·司馬遷傳·報任少卿書》：“張空弮，冒白刃，北首争死敵。”注：“首，嚮也。……首，音式救反。”《李陵傳·報任少卿書》注：“北首，北嚮也。……首，音式救反。”②動詞【サレンダーする】。《漢書·文三王傳》：“不首主令。”注：“不首，謂不伏其罪也。……首，音失救反。”《後漢書·西域傳》：“雖有降首，曾莫懲革。”注：“首，猶服也，音式救反。”	U+9996
09997-gryi1	馗		gryi	gryi1	幽					U+9997
09997-gyu1	馗		gyu	gyu1	幽				名詞｛中馗（tryuŋ–）｝の詞音。《爾雅·釋草》：“中馗，菌。”注：“地蕈也，似蓋，今江東名爲土菌，亦曰‘馗厨’，可啖之。”音義：“中馗，〔下〕求龜反（gryi），郭音仇，字則當作‘頄’，舍人本作‘中鳩’，云：‘菟奚名“顆東”，顆東名“中鳩”。’”疏：“此辨菌大小之异名也，大者名中馗，小者即名菌。”	U+9997
09999-qhiang1	香		qhiaŋ	qhiang1	陽	陽				U+9999
099A8-qheng1	馨		qheŋ	qheng1	耕	青				U+99A8
099AD-ngio3	馭		ŋiô	ngio3	魚	御				U+99AD
099B1-da1	馱		da	da1	歌					U+99B1
099B1-da3	馱		dâ	da3	月					U+99B1
099B4-qhyun3	馴		qhyûn	qhyun3	文				｛訓｝。《史記·文帝紀·二年》：“今列侯多居長安，邑遠，吏卒給輸費苦，而列侯亦無由教馴其民。”正義：“馴，古‘訓’字。”《漢書》作“訓”。	U+99B4
099B4-zyn1	馴		zyn	zyn1	文	真				U+99B4
099B9-nit4	馹		nit	nit4	質					U+99B9
099C3-khruai3	駃		khruâi	khruai3						U+99C3
099C3-kuet4	駃		kuet	kuet4						U+99C3
099D1-no1	駑		no	no1	魚	虞				U+99D1
099D2-kyo1	駒		kyo	kyo1	侯	虞				U+99D2
099DF-si3	駟		sî	si3	脂	寘				U+99DF
099EA-srin1	駪		srin	srin1	文	真				U+99EA
099EE-prok4	駮		prok	prok4	藥					U+99EE
099F1-lak4	駱		lak	lak4	鐸	藥				U+99F1
099FC-do1	駼		do	do1	魚					U+99FC
099FE-thuai3	駾		thuâi	thuai3	月					U+99FE
099FF-cyn3	駿		cŷn	cyn3	文	震				U+99FF
09A00-nga2	騀		ŋá	nga2	歌					U+9A00
09A01-thrieng2	騁		thriéŋ	thrieng2	耕	梗				U+9A01
09A0A-dau1	騊		dau	dau1	幽					U+9A0A
09A0B-lwi1	騋		ləi	lwi1	之	灰				U+9A0B
09A0E-grie1	騎		grie	grie1	歌	支	跨馬			U+9A0E
09A0E-grie3	騎		griê	grie3		寘	車騎，名詞			U+9A0E
09A0E-qrie2	騎		qrié	qrie2	歌			見音義欄。	按：｛倚｝。《史記·袁盎傳》：“臣聞千金之子坐不垂堂，百金之子不騎衡。”集解駰案引服虔：“自惜身，不騎衡。”又如淳：“騎，倚也。衡，樓殿邊欄楯也。”又韋昭：“衡，車衡。”索隱引張晏：“衡木行馬也。”又如淳：“騎，音於技反（原作‘於岐反’）。衡，樓殿邊欄楯也。”又韋昭：“衡，車衡也。騎，音倚（後述），謂跨之。”又按：“如淳之説爲長。案纂要云‘宮殿四面欄，縱者云“檻”，横者云“楯”’也。”《漢書·爰盎傳》注引如淳：“騎，倚也。衡，樓殿邊欄楯也。”又：“騎，謂跨之耳，非倚也。”《史記》索隱引韋昭云“音倚”者，蓋爲音grié，疑本作“徛”。《史記·司馬相如傳·上林賦》“崛崎”索隱引郭璞：“崛，音掘（gyut）；崎，音倚。”《漢書》注亦引郭璞同文，《文選》李善注引《上林賦》郭璞注：“崛，音掘；崎，音錡（grié）。”	U+9A0E
09A0F-giw1	騏		giə	giw1	之	支				U+9A0F
09A2B-khian3	騫		khiân	khian3	元				khrienと异義不明。《集韵》：“騫……馬腹上也。”按：雖歸納《集韵》反切成kiân，蓋本音kriên。各韵書皆無音khriên小韵，音khiân小韵唯《集韵》有此一字。	U+9A2B
09A2B-khrien1	騫		khrien	khrien1	元				khriênと异義不明。《詩·小雅·天保》：“如南山之壽，不騫不崩。”傳：“騫，虧也。”音義：“騫，起虔反。”《左傳·襄公二十六年》注：“拂衣，騫裳也。”音義：“騫，起虔反，本或作‘褰’，音雖同，〔義〕非也，《説文》云：‘褰，褲也。’”今本《襄公二十六年》注作“褰”。《名義》：“騫，丘焉反，曜也，虧也，又渠連反（grien）。”《王韵》：“騫，虧少，一曰：馬腹縶。”《辭源》采此音。	U+9A2B
09A2B-krien2	騫		krién	krien2	元				｛蹇｝。《集韵》：“騫，駑也。”	U+9A2B
09A2B-qhian1	騫		qhian	qhian1	元	元		見音義欄。	動詞【とぶ】。｛鶱｝。《文選》張衡《西京賦》：“鳳騫翥於甍標，咸溯風而欲翔。”李善注：“《楚辭》曰：‘鳳騫翥而飛翔。’《説文》曰：‘騫，飛貌也。’騫，許言切。”今本《楚辭·遠游》作“軒”，《説文》鳥部作“鶱”。	U+9A2B
09A2D-tit4	騭		tit	tit4	職					U+9A2D
09A30-dwng1	騰		dəŋ	dwng1	蒸	蒸				U+9A30
09A35-ngyan1	騵		ŋyan	ngyan1	元					U+9A35
09A41-ngau1	驁		ŋau	ngau1	宵				ŋâu第一音義と异義不明。多爲人名。《史記·蒙恬傳》：“〔蒙〕恬大父蒙驁，自齊事秦昭王，官至上卿。”索隱：“驁，音敖，又鄒氏音五到反（ŋâu）。”《十二諸侯年表·齊簡公四年》：“田常殺簡公，立其弟驁，爲平公，常相之，專國權。”索隱：“驁，五高反，平公也。”《晋書·郭璞傳》：“子〔郭〕驁，官至臨賀太守。”音義：“驁，五勞反。”《廣雅·釋詁》：“……驁……大也。”音：“驁，五高反。”《名義》：“驁，午高反，駊騀也。”《新撰字鏡》：“驁、䮯，同作，五高反，平：駿馬也，止支馬（トキ馬）。”《切韵》：“驁，駿馬。”《辭源》此義爲此音。	U+9A41
09A41-ngau3	驁		ŋâu	ngau3	宵				①ŋauと异義不明。多爲人名。《漢書·成帝紀》“孝成皇帝”注引荀悦：“諱驁，字太孫。‘驁’之字曰俊。”又：“驁，音五到反。”《S6176v》：“驁，馬名，駿馬。”《王韵》：“驁，馬名。”②｛傲｝。《莊子·外物》：“夫不忍一世之傷而驁萬世之患，抑固窶邪？亡其略弗及邪？”注：“一世爲之，則其迹萬世爲患，故不可輕也。”音義：“驁，本亦作‘敖’，同，五報反，下同，下或作‘騖’。”《史記·商君傳》“且夫有高人之行者，固見非於世；有獨知之慮者，必見敖於民”索隱：“《商君書》作‘必見驁於人’也。”正義：“敖，五到反。”	U+9A41
09A4A-xrua1	驊		xrua	xrua1	魚	麻				U+9A4A
09A57-ngriem3	驗		ŋriêm	ngriem3	談	艷				U+9A57
09A5A-krieng1	驚		krieŋ	krieng1	耕	庚				U+9A5A
09A65-kri3	驥		krî	kri3	脂	寘				U+9A65
09A66-sriang1	驦		sriaŋ	sriang1	陽	陽				U+9A66
09AA8-kut4	骨		kut	kut4	物	月				U+9AA8
09AAD-kan3	骭		kân	kan3	元				《辭源》唯載此音，第一義項：“脛骨。也指小腿。”第二義項：“脅骨，即肋骨。”按：名詞【わき】。《廣韵》：“骭，脅也。”《王韵》作“䯎”，云：“骺。”《玄應音義》卷第七《持世經》第三卷“骨幹”音義：“字體作‘䯎’，同，古岸反，《廣雅》：‘䯎，謂之“肋”。’謂脅骨也。幹，體也，亦骸骨也。”《名義》：“䯎，古岸反，肋也。”《宋本玉篇》：“䯎，居岸切，《左氏傳》云：‘拉公䯎而殺之。’以手拉折其䯎。”此文蓋《左傳·桓公十八年》注，音義：“幹，古旦反。”或《公羊傳·莊公元年》，音義：“拉幹……幹，音古旦反，脅也。”	U+9AAD
09AAD-xran3	骭		xrân	xran3	元				按：名詞【すね】。《詩·小雅·巧言》傳：“骭瘍爲‘微’，腫足爲‘尰’。”音義：“骭，户諫反，脚脛也。”《爾雅·釋訓》同文，注：“骭，脚脛。”音義：“骭，下諫反，郭作‘扞’，音古案反（kân），謂脚脛也。”《史記·鄒陽傳》集解引應劭（引甯戚《飯牛歌》）：“短布單衣適至骭。”索隱：“《埤蒼》云：‘骭，脛也。’《字林》音下諫反。”《漢書》注亦引應劭，又：“骭，脛也。……骭，音下諫反。”《後漢書·蔡邕傳下·釋誨》注引《三齊記》（亦引甯戚《飯牛歌》）同文，又：“骭，音户諫反。”《名義》：“骭，遐諫反，脚脛也。”《王韵》：“骭，脛骨。”	U+9AAD
09AB0-du1	骰		du	du1	侯					U+9AB0
09AB8-xrei1	骸		xrei	xrei1		佳				U+9AB8
09AB9-khrau1	骹		khrau	khrau1	宵					U+9AB9
09AB9-qhrau1	骹		qhrau	qhrau1	宵					U+9AB9
09ABC-krak4	骼		krak	krak4	鐸	陌				U+9ABC
09AC8-bang1	髈		baŋ	bang1	陽					U+9AC8
09AC8-phang2	髈		pháŋ	phang2	陽				體の一部名。《宋本玉篇》：“髈，浦朗切，股也。”《切韵》：“髈，髀，吴人云。”	U+9AC8
09AD2-cang1	髒		caŋ	cang1	陽			見音義欄。	按：形容詞【きたない】之｛骯髒｝，又作“㛺贜”、“腤臢”、“醃臢”等，非與｛骯髒（kháŋcáŋ）｝同源。本字不明，現代北京、上海、廣州音皆讀所以qaŋcaŋ爲來源音，今從之。	U+9AD2
09AD2-cang2	髒		cáŋ	cang2	陽					U+9AD2
09AD4-thei2	體		théi	thei2	脂	薺				U+9AD4
09ADF-pieu1	髟		pieu	pieu1	幽				piuの變種。《文選》潘岳《秋興賦》：“斑鬢髟以承弁兮，素髮颯以垂領。”注：“服虔《通俗文》曰：‘髮垂而髟。’方料切，《説文》曰：‘白黑髮雜而髟。’《字林》亦同。”《王韵》：“髟，長髮〔貌〕。”《廣韵》：“髟，髮長貌。”	U+9ADF
09ADF-pieu3	髟		piêu	pieu3	幽				名詞【たてがみ】。《文選》馬融《長笛賦》：“寒熊振頷，特麚昏髟。”注：“髟，萇（長）髦也。……髟，方妙切。”《集韵》：“髟，長髦。”按：pieuの完成體名詞化。《集韵》反語者，成音phieu，是蓋“方妙切”譌作“芳妙切（phieu）”而引之。今改之矣。	U+9ADF
09ADF-piu1	髟		piu	piu1	幽			幽韵甲乙：宵韵音pieu者甲類，幽韵音即同。	pieuの變種。《切韵》：“髟，髮垂。”	U+9ADF
09ADF-sram1	髟		sram	sram1	談				不明。《辭源》第三音“所銜切”項：“屋翼。見《廣韻》。”《名義》：“髟，所銜反，長髮髟髟也。”《藤田2018》、《王三》：“髟，長髮。”《王一》：“髟，長髮髟髟。”《王二》所銜反：“髟，屋翼，又長髮貌。”《廣韵》：“髟，屋翼也，又長髮貌。”	U+9ADF
09AE3-phyang3	髣		phyáŋ	phyang3	陽					U+9AE3
09AF9-qhyu1	髹		qhyu	qhyu1	幽					U+9AF9
09AFB-kei3	髻		kêi	kei3	質	霽				U+9AFB
09AFB-ket4	髻		ket	ket4	質				神名。《莊子·達生》：“竈有髻。”音義：“髻，音結，徐胡節反（xet），郭音詰（khit），李音吉（kit），司馬〔彪〕云：‘髻，竈神，著赤衣，狀如美女。’”	U+9AFB
09B0D-xo1	鬍		xo	xo1	魚			《辭源》：“本作‘胡’。”		U+9B0D
09B1A-syo1	鬚		syo	syo1	侯	虞				U+9B1A
09B1F-xruan1	鬟		xruan	xruan1		删				U+9B1F
09B23-liep4	鬣		liep	liep4	葉	葉				U+9B23
09B25-tu3	鬥		tû	tu3	屋	宥				U+9B25
09B28-xrong3	鬨		xrôŋ	xrong3	東					U+9B28
09B28-xung3	鬨		xûŋ	xung3	東					U+9B28
09B2D-tu3	鬭		tû	tu3	屋					U+9B2D
09B2E-kiu2	鬮		kíu	kiu2	之			幽韵甲乙：不明。	kyuと异義不明。《P3693v》居黝反：“鬮，鬥取，出《説文》。”	U+9B2E
09B2E-kyu1	鬮		kyu	kyu1	之				kíuと异義不明。《名義》：“鬮，居稠反，取也，鬥也。”《王韵》：“鬮，鬥取。”	U+9B2E
09B2F-thriang3	鬯		thriâŋ	thriang3	陽					U+9B2F
09B31-qyut4	鬱		qyut	qyut4	物	物				U+9B31
09B42-xun1	魂		xun	xun1	文	元				U+9B42
09B44-bak4	魄		bak	bak4	鐸				義略。また，①傳説上のカラスの鳴き聲の象聲詞。《集韵》：“魄，聲也，《歐陽尚書》：‘火流于王屋爲鴉，其聲魄。’”《史記·周紀·武王九年》：“〔武王〕既渡〔河〕，有火自上復于下，至于王屋，流爲烏，其色赤，其聲魄云。”《史記》三家注皆不注音。②名詞｛魄莫（–mak）｝=｛薄膜｝の詞音。《辭源》第三音項“《集韵》白各切”第一義項：“同‘薄’。見‘魄莫’、‘旁薄’。”“魄莫”詞條：“皮肉上的薄膜。《禮·内則》‘去其皽’漢鄭玄注：‘皽謂皮肉之上魄莫也。’”按：蓋本爲｛膊（phak）｝。《禮·内則》音義：“魄莫，上普伯反（phrak），或普博反（phak），下亦作‘膜’，武博反。”	U+9B44
09B44-phrak4	魄		phrak	phrak4	鐸	陌				U+9B44
09B44-thak4	魄		thak	thak4	鐸				形容詞｛落魄（lak–）｝の詞音。《廣韵》：“落魄，貧無家業，出《史記》，本音拍。此《辭源》音。按：蓋本讀爲｛落薄（lakbak）｝，俗讀爲｛落託（lakthak）｝。《史記·酈生傳》：“好讀書，家貧落魄，無以爲衣食業。”集解引應劭：“落魄，志行衰惡之貌也。”又晋灼：“落薄，落託，義同也。”索隱案引鄭氏：“魄，音薄（bak）。”又應劭。《漢書·酈食其傳》注引鄭氏、應劭，又：“落魄，失業無次也。鄭音是。””	U+9B44
09B48-sieu1	魈		sieu	sieu1	宵					U+9B48
09B4D-myang2	魍		myáŋ	myang2	陽	養				U+9B4D
09B5A-ngio1	魚		ŋio	ngio1	魚	魚				U+9B5A
09B6F-lio2	魯		lió	lio2	魚				｛旅｝。《史記·周紀》：“周公受禾東土，魯天子之命。”集解引徐廣引《尚書序》：“旅天子之命。”《書》僞孔傳：“已得唐叔之禾，遂陳成王歸禾之命，而推美成王。”	U+9B6F
09B6F-lo2	魯		ló	lo2	魚	麌				U+9B6F
09B74-byang1	魴		byaŋ	byang1	陽	陽				U+9B74
09B8B-dryu1	鮋		dryu	dryu1	幽				dyuの變種。魚名。《文選》張衡《西京賦》：“然後釣魴鱧，纚鰋鮋。”薛綜注：“……鮋，皆魚名。”李善注：“鮋，長由切。”《名義》：“鮋，直流反。”《王韵》：“鮋，魚。”	U+9B8B
09B8B-dyu1	鮋		dyu	dyu1	幽				dryuの變種。魚名。《新撰字鏡》：“鮋，直流、常周二反（dryu、–）。”《王韵》：“鮋，魚。”	U+9B8B
09B8B-jyu1	鮋		jyu	jyu1	幽				名詞【ちいさいさかな】。｛䱔｝。《廣韵》：“鮋，鮂鮋，小魚。”《集韵》夷周切：“鮋，小魚，或从‘攸’。”今爲魚名，《新華字典》：“魚名，身體側扁，頭部有許多棘狀突起，生活在近海。”按：dyu、dryuの變種？《文選》何晏《景福殿賦》：“篁栖鵾鷺，瀨戲鰋鮋。”注：“〔鮋〕音由。……鰋、鮋，二魚名。”《王二》以周反：“鮋，魚名。”	U+9B8B
09B91-brau2	鮑		bráu	brau2	幽	巧				U+9B91
09B91-prau1	鮑		prau	prau1	幽				人名用字音。《史記·楚世家》：“昭王之出郢也，使申鮑胥請救於秦。”集解引服虔：“楚大夫王孫包胥。”	U+9B91
09B9A-grit4	鮚		grit	grit4	質					U+9B9A
09B9C-xu3	鮜		xû	xu3	侯					U+9B9C
09BA3-qin4	鮣		qîn	qin4	真					U+9BA3
09BA6-dryong2	鮦		dryóŋ	dryong2	東				duŋと异義不明。《詩·小雅·魚麗》“魚麗于罶，魴鱧”注：“鱧，鮦也。”音義：“鮦，直冢反。”《爾雅·釋魚》“鱧”注：“鮦也。”音義：“鮦，大勇反。”疏：“今䱰魚也。鮦，與‘䱰’音義同。《詩·小雅》云‘魚麗于罶，魴鱧’，是也。”《廣雅·釋魚》：“鱺、鰑，鮦也。”音：“鮦，〔音〕重。”《名義》：“鮦，除冢反。”《切韵》：“鮦，魚名。”	U+9BA6
09BA6-dryu2	鮦		dryú	dryu2	侯					U+9BA6
09BA6-dung1	鮦		duŋ	dung1	東				dryóŋと异義不明。《爾雅·釋魚》：“鰹，大鮦，小者鮵。”音義：“鮦，音童，又逐拱反（dryóŋ）。”疏：“此即上文‘鱧’也。”《文選》張衡《西京賦》：“其中則有黿鼉巨鼈，鱣鯉鱮鮦。”李善注：“《爾雅》曰：‘鱧。〔’郭璞曰：‘〕鮦也。’音童。”《廣韵》：“鮦，《爾雅》云：‘鰹，大鮦’。”《辭源》采此音。	U+9BA6
09BAA-xryi2	鮪		xrýi	xryi2	之					U+9BAA
09BAB-krau1	鮫		krau	krau1	宵	肴				U+9BAB
09BC0-kun2	鯀		kún	kun2	文					U+9BC0
09BC9-liw2	鯉		liə́	liw2	之	紙				U+9BC9
09BD6-cheng1	鯖		cheŋ	cheng1	耕				qeŋと异義不明。按：俗音。《廣韵》：“鯖，魚名。”	U+9BD6
09BD6-qeng1	鯖		qeŋ	qeng1	耕				cheŋと异義不明。按：本音。《切韵》：“鯖，魚，青色，頭有枕骨。”	U+9BD6
09BD6-tieng1	鯖		tieŋ	tieng1	耕					U+9BD6
09BDB-teu1	鯛		teu	teu1	幽					U+9BDB
09BE0-lwi1	鯠		ləi	lwi1	之					U+9BE0
09BE4-kun1	鯤		kun	kun1	文	元				U+9BE4
09BE5-lyuk4	鯥		lyuk	lyuk4	覺					U+9BE5
09BE8-grieng1	鯨		grieŋ	grieng1	陽	庚				U+9BE8
09BEA-liwng1	鯪		liəŋ	liwng1	蒸					U+9BEA
09C08-dep4	鰈		dep	dep4	葉				thapと异義不明。《爾雅·釋地·五方》：“東方有比目魚焉，不比不行，其名謂之‘鰈’。”注：“狀似牛脾，鱗細，紫黑色，一眼，兩片相合乃得行，今水中所在有之，江東人呼爲‘王餘〔’，亦曰‘版〕魚’。”音義：“鰈，本或作‘鰨’，同，音牒，又敕臘、他盍二反（thap、thap）。”《辭源》采此音。	U+9C08
09C08-dzrap4	鰈		dzrap	dzrap4	葉				形容詞｛魻鰈（krap–）｝の詞音。《文選》潘岳《笙賦》：“駢田獵攦，魻鰈參差。”注：“魻鰈，裝飾重叠貌。魻，音押（krap）；鰈，助甲切。”	U+9C08
09C08-thap4	鰈		thap	thap4	葉				depと异義不明。《史記·封禪書》“東海致比目之魚”集解引韋昭：“各有一目，不比不行，其名曰‘鰈’。”索隱：“鰈，音荅（təp，蓋本作‘塔’、‘搭’等，–），郭璞云：‘如牛脾，身薄，細鱗，紫黑色，只一眼，兩片合乃得行，今江東呼爲“王餘”，亦曰“版魚”。’”《漢書·郊祀志上》“東海致比目之魚”注：“《爾雅》云‘東方有比目魚焉，不比不行，其名謂之“鰈”。’音土盍反。”《文選》班固《西都賦》“揄文竿，出比目”注亦引《爾雅》，又：“他合切（thəp〜–）。”《名義》：“鰈，他臘反，〔比〕目魚。”《切韵》：“鰈，比目魚别名。”	U+9C08
09C0D-chyu1	鰍		chyu	chyu1	幽					U+9C0D
09C23-diw1	鰣		diə	diw1	之					U+9C23
09C27-drim2	鰧		drím	drim2	侵				不明。《廣韵》：“鰧，魚名，似鰕，赤文，出《廣雅》。”今本《廣雅》無此字。	U+9C27
09C27-dwng1	鰧		dəŋ	dwng1	蒸					U+9C27
09C2C-grien1	鰬		grien	grien1	元					U+9C2C
09C2F-niak4	鰯		niak	niak4	藥			非漢字。今漢語借讀以｛弱｝音。《漢辭海》：“中國でも移入して「鰮（=いわし）」と同義で用ゐ、ruòの音で讀まれる〔。〕”		U+9C2F
09C31-lien1	鰱		lien	lien1	元					U+9C31
09C32-ngau1	鰲		ŋau	ngau1	宵					U+9C32
09C39-ken1	鰹		ken	ken1	真					U+9C39
09C42-ciang1	鱂		ciaŋ	ciang1	陽					U+9C42
09C45-dyong1	鱅		dyoŋ	dyong1	東				jyoŋの變種。《史記·司馬相如傳·上林賦》：“鰅鱅鰬魠。”集解駰案引郭璞：“鱅，似鰱而黑。”《漢書》作“鰫”，注引郭璞：“鰫，音常容反。……鰫，似鰱而黑。”《文選》亦作“鰫”，李善注引《上林賦》郭璞注：“鰫，似鰱而黑。……鰫，嘗容切。”《切韵》：“鱅，魚名。”	U+9C45
09C45-jyong1	鱅		jyoŋ	jyong1	東				dyoŋの變種。《名義》：“鱅，与恭反。”《切韵》：“鱅，魚名。”《辭源》唯載此音。	U+9C45
09C52-dzryen2	鱒		dzryén	dzryen2	文				dzûnと异義不明，dzúnの變種。《名義》：“鱒，徂卷反，大魚目赤。”按：｛鱄｝=｛⿰魚巽｝。《切韵》士免反：“鱄，魚名。”《王韵》同，《廣韵》作“⿰魚巽”。《新撰字鏡》（《切韵》引用部分）：“鱒，徂本反（dzún），上，万須（マス）。……鱄，士免反，上：美魚。”鱄，“鱒”譌字，或反之。	U+9C52
09C52-dzun2	鱒		dzún	dzun2	文				dzûnと异義不明，dzryénの變種。《詩·豳風·九罭》：“九罭之魚，鱒魴。”傳：“鱒、魴，大魚也。”音義：“鱒，才損反，沈又音撰（dzryén），大魚也。”《爾雅·釋魚》“鯇”注：“今‘鯶魚’，似鱒而大。”音義：“鱒，才損反。”《釋魚》又：“鮅，鱒。”注：“似鯶子，赤眼。”音義：“鱒，才損反，《説文》云：‘赤目魚。’一音仕轉反（dzryén），或直轉反（dryén）。”《玄應音義》卷第十九《佛本行集經》第三十卷音義：“鱒魴，〔上〕才衮反，……《字林》：‘鱒，赤目魚也。’”《切韵》：“鱒，魚名。”	U+9C52
09C52-dzun3	鱒		dzûn	dzun3	文				dzún、dzryénと异義不明。《廣韵》：“鱒，魚名，又魚入泥。”	U+9C52
09C56-kryei3	鱖		kryêi	kryei3	月					U+9C56
09C56-kyat4	鱖		kyat	kyat4	月					U+9C56
09C5F-qok4	鱟		qok	qok4	覺				不明。《切韵》：“鱟，魚名。”蓋非動物名【かぶとがに】。	U+9C5F
09C5F-xu3	鱟		xû	xu3	覺				義略。《文選》左思《吴都賦》：“乘鱟黿鼉，同罛共羅。”劉逵注：“鱟，形如惠文冠，青黑色，十二足，似蟹，足悉在腹下，長五六寸，雌常負雄行，漁者取之必得其雙，故曰‘乘鱟’。南海、朱崖、合浦諸郡皆有之。”李善注：“鱟，音候。”《名義》：“鱟，胡構反，十二足，似蟹，足腹，子麻醬，甚珍。”《王三》：“鱟，似蟹，十二足，兩鱟相乘而行，子可爲醬，南人重。”《王一》：“鱟，似蟹，十二足。”蔣本《唐韵》胡遘反：“鱟，郭璞〔注〕《山海經》云：‘形如惠文冠，青黑色，十二足，長五尺（寸），似蟹，雌常負雄，漁者取之，必得其雙，子如麻子，南人爲醬。’”今本《山海經》不見此字。	U+9C5F
09C60-kuai3	鱠		kuâi	kuai3	月				義略。按：鱠魚，又作“快魚”，疑本爲｛快魚｝，音khruâiŋio。《漢語大詞典》“鱠魚”詞條第二義項：“即鰳魚。又名快魚。”	U+9C60
09C63-dien2	鱣		dién	dien2	元					U+9C63
09C63-trien1	鱣		trien	trien1	元	先				U+9C63
09C67-lei2	鱧		léi	lei2	脂					U+9C67
09C78-lo1	鱸		lo	lo1	魚	虞				U+9C78
09CE9-kyu1	鳩		kyu	kyu1	幽	尤				U+9CE9
09CEC-byo1	鳬		byo	byo1	魚	虞				U+9CEC
09CF4-mrieng1	鳴		mrieŋ	mrieng1	陽	庚				U+9CF4
09CF6-jyen1	鳶		jyen	jyen1	元	先				U+9CF6
09D07-pau2	鴇		páu	pau2	幽	皓				U+9D07
09D1D-gyo1	鴝		gyo	gyo1	侯					U+9D1D
09D1D-ku1	鴝		ku	ku1	侯				鳥名｛鴝鵅（–krak）｝の詞音。《爾雅·釋鳥》“鵅，鵋䳢”注：“今江東呼鵂鶹爲‘鵋䳢’，亦謂之‘鴝鵅’。”音義作“鉤”，曰：“古侯反，本今作‘鴝’。”	U+9D1D
09D1D-ku3	鴝		kû	ku3	侯				｛雊｝。《集韵》：“雊，雉鳴，或作……‘鴝’”	U+9D1D
09D1E-xrieu1	鴞		xrieu	xrieu1	宵	蕭				U+9D1E
09D23-ko1	鴣		ko	ko1	魚	虞				U+9D23
09D2B-den1	鴫		den	den1	真			《日本漢字的漢語讀音規範（草案）》5.1.1：“凡可視爲形聲或會意兼形聲的，取‘聲旁’讀音：如……‘鴫’取tián（田）音；”		U+9D2B
09D3B-xung1	鴻		xuŋ	xung1	東	東				U+9D3B
09D3B-xung2	鴻		xúŋ	xung2	東					U+9D3B
09D3B-xung3	鴻		xûŋ	xung3	東					U+9D3B
09D3D-nio1	鴽		nio	nio1	魚				義略。《禮·月令》：“桐始華，田鼠化爲鴽。”音義：“鴽，音如，毋無也，蔡云：‘鶉鵪之屬。’”《周禮·夏官·掌畜》“共膳獻之鳥”注：“雉及鶉鴽之属。”音義：“鴽，音如。”《爾雅·釋鳥》：“鴽，鴾母。”音義：“鴽，音如。”《釋文》尚有四例，皆音如。《廣雅·釋鳥》：“鴽，鵪也。”音：“鴽，〔音〕如。”	U+9D3D
